# Running with 1 workers
167881466665673, 738109, 516439, 1065511
# Running with 42 workers
2408303179, 9419.8, 6870, 11578
690952773961, 53704, 33856, 73933
167881466665673, 877102, 597518, 1167073
# Running with 43 workers
2408303179, 9963.2, 7282, 11478
690952773961, 48386.8, 36440, 72163
167881466665673, 732138, 591032, 943271
# Running with 44 workers
2408303179, 9929, 6915, 11792
690952773961, 61793.2, 39230, 85061
167881466665673, 654037, 568919, 767664
# Running with 45 workers
2408303179, 10608.2, 8705, 12259
690952773961, 47858.4, 35926, 69284
167881466665673, 699469, 592786, 796363
# Running with 46 workers
2408303179, 10008, 8267, 11133
690952773961, 45644.4, 33163, 69461
167881466665673, 731022, 621739, 1011566
# Running with 47 workers
2408303179, 9320.2, 6474, 12188
690952773961, 49348.4, 33833, 70362
167881466665673, 676042, 590499, 772302
# Running with 48 workers
2408303179, 9294, 8103, 10778
690952773961, 53686.4, 38506, 77852
167881466665673, 727651, 562413, 1040276
# Running with 49 workers
2408303179, 10332.8, 8295, 12098
690952773961, 43545, 32807, 62098
167881466665673, 806043, 557864, 1044262
# Running with 50 workers
2408303179, 9202.6, 7750, 10453
690952773961, 52822.2, 33217, 81091
167881466665673, 771535, 556737, 988200
# Running with 51 workers
2408303179, 10414, 8580, 12734
690952773961, 46339.4, 35052, 66240
167881466665673, 778788, 655491, 957987
# Running with 52 workers
2408303179, 9535.6, 7900, 12890
690952773961, 48509.6, 36339, 67756
167881466665673, 667977, 559836, 851017
# Running with 53 workers
2408303179, 9125, 7154, 10423
690952773961, 49630.8, 32333, 68672
167881466665673, 760368, 577410, 963831
# Running with 54 workers
2408303179, 10871.6, 9178, 13605
690952773961, 44005.6, 36485, 55109
167881466665673, 779548, 689488, 835054
# Running with 55 workers
2408303179, 10915.8, 8171, 14684
690952773961, 43765.4, 32905, 67009
167881466665673, 629337, 586119, 666963
# Running with 56 workers
2408303179, 10996.2, 8653, 14486
690952773961, 49534.2, 33547, 64345
167881466665673, 670016, 498009, 963587
# Running with 57 workers
2408303179, 9264, 7370, 12565
690952773961, 47192.8, 38096, 60644
167881466665673, 766774, 597709, 1081055
# Running with 58 workers
2408303179, 9722.4, 7732, 13437
690952773961, 56241.2, 41575, 75330
167881466665673, 731230, 548090, 1031313
# Running with 59 workers
2408303179, 10560, 9251, 13279
690952773961, 44289.8, 33763, 59571
167881466665673, 653794, 535769, 916335
# Running with 60 workers
2408303179, 9801.4, 8644, 10971
690952773961, 49503.2, 42073, 60683
167881466665673, 829445, 649318, 918080
# Running with 61 workers
2408303179, 10539, 9235, 12186
690952773961, 51932.4, 38181, 65356
167881466665673, 658940, 475132, 809046
# Running with 62 workers
2408303179, 10005.8, 8134, 11542
690952773961, 50323.2, 37371, 66324
167881466665673, 696395, 577177, 887561
# Running with 63 workers
2408303179, 12604, 9140, 15067
690952773961, 41879, 34264, 51886
167881466665673, 689259, 571705, 864508
# Running with 64 workers
2408303179, 10993.6, 8821, 16407
690952773961, 49059.4, 33334, 69977
167881466665673, 696032, 523657, 866629
